loan_id,issue_date,region,property_type,loan_amount,appraised_value,interest_rate,loan_term_months,borrower_age,monthly_income,housing_fund_contribution,employment_length_years,credit_score,delinquency_history,co_borrower,has_mortgage_insurance,collateral_value,predicted_collateral_value,predicted_ltv,risk_level
363,2017-03-08,滨江,别墅,826038.57,1186479.73,4.0536,315,31,31408.81,3374.25,26,743,0,0,1,1277945.77,1281817.04,0.6444,中风险
364,2017-07-13,临平,别墅,1245862.01,1741657.34,2.9929,125,37,33205.34,3950.28,7,714,0,0,0,1974026.31,1899395.97,0.6559,中风险
365,2017-02-12,滨江,排屋,486720.43,610960.34,2.6247,254,50,29200.78,3420.33,27,833,0,0,0,645674.6,638057.63,0.7628,中风险
366,2019-04-27,江南,别墅,597307.9,779328.46,3.3321,224,32,6863.19,817.03,8,810,1,1,0,765689.09,823682.52,0.7252,中风险
367,2019-07-22,滨江,别墅,527973.31,619087.23,3.3408,272,39,8191.67,837.84,2,750,1,1,0,582375.4,637402.03,0.8283,高风险
368,2017-09-02,江南,商住两用,888877.17,992992.46,3.4816,358,44,32336.9,2757.59,11,851,0,1,0,1028799.4,1050337.42,0.8463,高风险
369,2018-12-12,江北,商住两用,1227712.3,1384020.31,4.1346,276,39,21509.18,2095.66,6,741,1,0,1,1451397.9,1492804.65,0.8224,高风险
370,2018-03-23,江北,排屋,777790.18,818399.25,4.1666,246,25,19245.59,2300.86,18,828,0,0,0,869742.16,867742.63,0.8963,高风险
371,2018-03-27,江北,商住两用,484929.1,595944.89,3.0774,348,36,23506.42,2794.09,17,672,0,0,0,618757.3,606154.55,0.8,高风险
372,2018-10-04,江南,公寓,1140237.66,1219140.93,2.7419,332,53,19621.67,2319.44,20,582,0,0,1,1279717.44,1287049.49,0.8859,高风险
373,2019-05-11,江南,公寓,1102184.03,1471096.05,3.5575,274,47,8776.53,791.7,8,784,0,0,0,1633936.13,1585151.93,0.6953,中风险
374,2018-08-26,临平,商住两用,743711.25,1013573.53,3.1427,295,31,16771.33,1406.18,12,842,0,1,1,1173312.56,1085786.71,0.685,中风险
375,2017-07-26,滨江,别墅,680871.31,737969.26,3.7037,143,25,21400.24,2545.15,22,694,0,0,1,759380.22,780296.53,0.8726,高风险
376,2017-03-22,萧山,别墅,1204845.55,1661111.01,3.5154,195,26,22529.83,2629.05,17,635,0,1,0,1899935.52,1795200.72,0.6711,中风险
377,2019-02-25,江南,排屋,813375.68,855078.24,3.7578,165,34,31287.29,2559.62,14,732,0,1,1,886264.42,903895.57,0.8999,高风险
378,2017-02-24,滨江,别墅,1282542.46,1432206.13,3.7785,231,24,6175.41,522.85,6,824,0,1,1,1634422.74,1545876.49,0.8297,高风险
379,2017-03-05,江北,排屋,333598.4,350398.62,2.6278,168,24,12276.88,1300.67,21,703,0,0,0,396926.81,335201.86,0.9952,高风险
380,2017-12-23,滨江,别墅,756360.63,921452.28,2.6343,235,38,12040.15,1237.45,27,780,0,0,0,1048736.0,969531.85,0.7801,中风险
381,2017-08-13,萧山,商住两用,796378.94,1008190.0,3.6701,293,54,12957.17,1068.04,1,796,0,0,1,1157939.22,1078725.33,0.7383,中风险
382,2019-07-01,滨江,别墅,478106.77,634349.24,3.4212,232,37,21229.08,2197.34,22,753,2,1,0,720960.63,661434.58,0.7228,中风险
383,2018-03-20,萧山,别墅,523064.42,685640.11,2.7508,243,31,11198.73,965.92,16,631,2,0,0,750377.28,702603.64,0.7445,中风险
384,2019-03-06,江南,公寓,1131389.71,1586780.71,2.6559,136,44,18918.61,1980.83,4,694,0,1,1,1686745.14,1722554.23,0.6568,中风险
385,2019-01-15,滨江,公寓,1103007.15,1580820.14,3.9226,147,29,30708.31,2508.22,4,665,0,0,1,1696457.96,1717400.92,0.6423,中风险
386,2017-11-12,滨江,别墅,647915.37,688084.58,4.085,232,49,29076.58,2333.79,27,822,0,0,0,656961.25,716363.64,0.9045,高风险
387,2019-11-08,临平,公寓,468578.99,627463.92,3.338,178,31,30053.06,2901.21,14,814,1,1,0,669577.09,660677.47,0.7092,中风险
388,2017-06-11,萧山,别墅,713617.85,961648.36,3.3596,220,25,25805.29,2726.55,29,609,3,1,1,967084.06,1023701.69,0.6971,中风险
389,2017-05-17,江南,别墅,918193.04,978874.41,3.3069,284,36,32627.39,3425.04,20,806,0,1,0,1053626.7,1037261.36,0.8852,高风险
390,2017-02-17,江北,别墅,860750.13,1062683.1,3.9248,160,24,6836.74,764.78,19,712,0,1,1,1127076.91,1137590.51,0.7566,中风险
391,2018-11-17,临平,排屋,667383.88,681719.15,3.7392,151,51,14938.83,1635.42,15,753,3,0,1,672334.73,723331.13,0.9227,高风险
392,2019-07-17,江南,商住两用,1042762.08,1092139.07,3.5038,169,46,19629.29,1685.41,14,790,0,0,1,1106539.85,1168490.59,0.8924,高风险
393,2017-06-22,临平,公寓,835730.49,1056954.83,3.5082,221,39,23529.11,2481.34,15,830,1,0,0,1096553.3,1136178.2,0.7356,中风险
394,2019-04-15,萧山,别墅,783888.45,1047214.88,4.2521,214,30,24048.01,2316.9,4,769,0,0,0,1097109.13,1124431.12,0.6971,中风险
395,2018-05-16,滨江,别墅,347418.23,369754.17,3.9716,227,26,34104.62,3144.67,10,690,0,1,0,388375.33,361667.78,0.9606,高风险
396,2019-08-11,滨江,排屋,1085722.36,1317906.69,3.8601,275,31,28858.54,2891.35,15,810,0,0,1,1428499.42,1426224.16,0.7613,中风险
397,2018-06-18,滨江,公寓,364903.32,474994.55,3.3754,191,28,31978.61,3462.91,19,738,0,0,0,526132.15,487285.35,0.7488,中风险
398,2017-11-18,江南,商住两用,496148.53,500384.71,3.9768,182,51,8539.44,865.4,11,785,0,1,0,515393.95,510448.25,0.972,高风险
399,2017-09-11,萧山,商住两用,694370.76,722813.08,4.3146,258,33,14560.55,1271.23,25,625,0,1,0,766615.92,738943.73,0.9397,高风险
400,2017-06-05,萧山,商住两用,724566.36,830279.14,3.2571,331,30,7556.34,676.93,20,701,0,1,0,904654.48,857427.77,0.845,高风险
401,2019-07-03,临平,排屋,794488.08,940175.11,3.009,346,24,14074.79,1668.41,22,631,0,0,1,963371.16,984942.77,0.8066,高风险
402,2017-06-18,萧山,别墅,1285602.54,1738019.76,3.5407,228,51,7253.76,816.09,27,728,0,0,0,1912798.77,1878073.59,0.6845,中风险
403,2019-07-12,临平,别墅,1145589.9,1255267.94,4.0712,192,25,10842.49,1099.03,3,733,0,0,0,1411043.46,1342599.61,0.8533,高风险
404,2019-06-21,江北,公寓,576133.32,771276.77,3.3923,182,43,16248.89,1598.76,20,748,0,0,0,832828.78,810959.14,0.7104,中风险
405,2019-03-14,江南,公寓,864674.84,1135681.64,3.4557,220,28,29619.16,3138.56,3,855,0,1,0,1274427.65,1227476.86,0.7044,中风险
406,2017-08-12,江北,别墅,1237522.89,1485101.65,2.9877,125,40,26416.63,2862.72,7,626,1,0,0,1608272.15,1597477.01,0.7747,中风险
407,2018-12-23,临平,排屋,913906.42,916840.91,4.3225,283,48,9328.4,849.76,17,832,0,0,0,924856.77,967175.56,0.9449,高风险
408,2019-12-26,萧山,公寓,588841.41,813455.11,2.6405,297,39,26420.41,3046.91,1,798,0,0,1,872768.81,869492.1,0.6772,中风险
409,2019-09-15,江南,商住两用,805663.22,993193.91,2.6761,304,37,7408.94,864.89,18,809,0,1,0,1073764.78,1048556.66,0.7684,中风险
410,2017-04-07,萧山,排屋,481191.94,548492.72,3.6955,144,24,20398.99,2291.26,19,751,1,1,0,496155.21,569278.39,0.8453,高风险
411,2017-10-20,江北,公寓,749758.89,782037.39,3.3813,151,28,35235.77,4110.91,13,740,1,0,0,794018.63,830112.51,0.9032,高风险
412,2019-01-18,萧山,公寓,371159.08,513115.62,3.3029,278,49,12993.36,1351.09,22,585,0,1,1,587106.6,513904.35,0.7222,中风险
413,2018-09-11,江南,排屋,896057.09,939608.12,2.6215,302,27,23786.59,2702.9,29,644,0,1,1,1028618.23,982550.61,0.912,高风险
414,2017-01-05,江北,排屋,625433.52,748100.83,4.2795,313,45,15335.65,1769.87,25,654,0,1,1,739099.25,781008.97,0.8008,高风险
415,2017-04-17,萧山,别墅,1122800.11,1405467.81,2.6956,208,35,35295.32,3727.97,7,615,0,1,1,1619165.99,1511513.86,0.7428,中风险
416,2018-06-06,滨江,排屋,422750.94,589419.42,4.1935,246,37,33598.61,3546.36,23,697,0,0,0,585780.68,612216.62,0.6905,中风险
417,2018-03-27,江南,别墅,1290080.48,1500708.98,2.729,127,30,10272.06,1002.72,21,764,0,0,0,1650207.69,1612298.32,0.8001,高风险
418,2019-04-06,萧山,别墅,512067.81,552641.42,3.0581,145,24,30943.37,2645.34,21,636,0,0,1,662186.36,562955.44,0.9096,高风险
419,2019-03-17,江北,排屋,1277559.81,1851136.52,4.1429,344,27,9554.8,1101.75,5,677,0,1,1,2110861.7,2011159.84,0.6352,中风险
420,2019-05-26,江南,商住两用,465595.58,517382.49,3.7016,191,31,31545.08,3745.52,29,830,0,0,1,535514.8,548479.2,0.8489,高风险
421,2019-09-12,江南,别墅,808616.02,977552.3,3.1632,215,53,27469.5,2741.23,9,785,0,0,0,982948.75,1041062.43,0.7767,中风险
422,2018-07-19,滨江,商住两用,474065.15,653780.51,3.0454,141,31,28548.68,2620.82,17,760,0,0,1,721977.54,691073.72,0.686,中风险
423,2018-07-14,临平,排屋,680161.7,832446.08,3.0778,126,34,19250.65,1744.59,3,763,1,0,1,867074.97,889687.58,0.7645,中风险
424,2018-04-22,滨江,公寓,642656.47,730200.42,4.0272,294,40,11719.27,1220.7,5,858,1,1,1,811703.66,777245.16,0.8268,高风险
425,2018-11-17,滨江,排屋,1289489.13,1841609.68,4.1146,178,37,27700.08,2448.55,8,844,0,1,1,1964443.91,2019712.23,0.6385,中风险
426,2018-08-28,萧山,公寓,867277.88,1013514.01,3.6106,152,42,34300.62,2757.33,26,761,0,1,1,1136526.59,1082072.26,0.8015,高风险
427,2019-01-05,萧山,公寓,470617.41,672364.93,3.1779,281,48,35405.16,3121.61,13,612,0,0,1,647818.92,695411.97,0.6767,中风险
428,2017-02-22,萧山,公寓,861848.64,874282.2,3.8058,245,24,11600.76,960.31,13,725,0,1,0,880953.38,911543.24,0.9455,高风险
429,2017-06-28,萧山,排屋,1211616.2,1424857.46,4.3318,153,49,20347.53,1683.77,29,685,0,0,1,1635173.03,1534404.74,0.7896,中风险
430,2019-12-22,江北,别墅,769777.31,839647.09,4.3344,234,27,30737.48,3202.66,8,849,0,1,1,926343.95,903381.59,0.8521,高风险
431,2019-08-12,萧山,别墅,1006310.21,1328572.57,3.1205,276,34,18451.58,1608.67,20,801,0,0,0,1411747.07,1424808.46,0.7063,中风险
432,2019-02-23,临平,公寓,1032007.0,1451007.65,4.1903,225,30,35859.49,2978.54,4,838,1,1,0,1657611.41,1577268.0,0.6543,中风险
433,2018-01-03,江南,商住两用,946089.29,1233728.75,3.4083,207,48,31673.19,3036.41,1,708,0,0,1,1368442.49,1331154.34,0.7107,中风险
434,2017-08-27,萧山,排屋,593559.05,636660.3,4.0674,275,29,11317.1,961.57,24,780,0,0,1,674051.9,661998.61,0.8966,高风险
435,2017-12-02,江北,商住两用,1194833.95,1481037.86,3.3736,132,29,17718.55,1636.01,2,582,0,1,0,1611701.38,1585597.88,0.7536,中风险
436,2017-01-11,临平,排屋,1124116.02,1468075.05,2.7106,345,29,29907.72,3386.09,6,665,0,0,1,1561617.45,1581308.77,0.7109,中风险
437,2019-07-14,滨江,别墅,438387.88,480561.23,3.224,164,23,18064.18,1673.64,13,688,0,0,1,605562.97,488817.76,0.8968,高风险
438,2019-08-04,滨江,公寓,1018280.49,1380856.46,4.2139,265,33,13558.2,1136.04,11,778,0,0,1,1499984.4,1495309.86,0.681,中风险
439,2018-01-20,江北,排屋,1213861.19,1459073.54,3.4943,309,37,21102.6,2282.99,1,699,0,0,1,1600950.92,1572139.84,0.7721,中风险
440,2018-08-10,江南,别墅,517971.55,605553.59,3.7236,180,51,28177.67,2624.68,9,742,0,0,1,552172.59,635832.24,0.8146,高风险
441,2018-04-07,江南,排屋,848525.52,1194710.71,3.7638,183,37,24241.9,2309.27,11,673,0,0,0,1272288.76,1280566.87,0.6626,中风险
442,2017-02-06,临平,商住两用,900778.04,1237713.52,4.2307,180,55,8344.94,909.59,10,664,1,0,0,1319798.76,1329124.88,0.6777,中风险
443,2019-04-09,江北,别墅,1165177.02,1417469.09,4.2643,212,48,17331.52,1712.85,14,838,0,1,0,1509316.1,1532808.45,0.7602,中风险
444,2019-09-05,江北,公寓,861795.09,929932.66,3.2658,198,52,14496.77,1485.71,16,616,0,1,0,904985.12,968987.01,0.8894,高风险
445,2019-12-24,萧山,别墅,686772.66,811799.53,3.3277,221,46,17521.12,1617.42,19,616,0,0,0,869574.37,840031.29,0.8176,高风险
446,2019-12-16,江南,别墅,942280.15,1098398.3,2.701,218,50,28069.93,2517.71,2,765,0,0,0,1253565.78,1168112.63,0.8067,高风险
447,2017-10-19,临平,商住两用,1252742.68,1727133.98,2.6216,317,28,25331.92,2955.61,13,621,0,0,1,1914921.28,1866890.25,0.671,中风险
448,2019-05-24,江南,商住两用,723376.81,1008662.31,3.8734,142,29,25085.41,2786.18,12,653,0,0,1,1076805.24,1085680.56,0.6663,中风险
449,2017-02-03,江南,排屋,1078268.76,1281013.29,3.3295,193,50,11119.03,1056.15,23,648,0,0,0,1376021.32,1361037.67,0.7922,中风险
450,2018-07-15,江北,公寓,934300.63,1196829.44,4.1196,162,28,14793.77,1407.02,9,612,0,0,1,1266433.93,1283424.81,0.728,中风险
451,2018-01-22,萧山,排屋,890796.54,1286691.89,2.7695,253,23,17269.97,1740.86,25,716,1,1,1,1370991.86,1384265.17,0.6435,中风险
452,2018-11-13,滨江,商住两用,690866.98,708662.82,3.2231,204,29,6092.54,699.56,13,651,0,0,1,691901.72,733058.31,0.9424,高风险
453,2019-07-22,滨江,公寓,504176.24,727920.39,4.2757,328,43,6498.91,613.55,2,746,0,0,1,682250.62,768777.58,0.6558,中风险
454,2019-07-10,江南,排屋,915030.33,1208182.16,4.1223,344,55,6952.37,694.66,3,734,3,1,0,1368328.3,1294257.93,0.707,中风险
455,2017-11-23,江南,公寓,407643.18,487419.78,3.8526,161,43,33079.46,3660.32,8,711,0,0,0,596368.45,504186.69,0.8085,高风险
456,2019-06-13,江北,别墅,1211963.78,1617166.32,3.8688,287,50,30253.42,2690.8,4,728,0,0,1,1839857.9,1753999.63,0.691,中风险
457,2017-06-13,江南,别墅,885378.5,886047.25,2.7083,257,35,31413.56,3744.31,11,766,2,0,0,875124.06,938027.43,0.9439,高风险
458,2017-08-22,滨江,公寓,766668.84,974175.0,2.8553,290,25,23966.41,2213.43,23,643,0,1,0,1044010.11,1017677.05,0.7534,中风险
459,2018-03-27,萧山,商住两用,1022430.98,1412622.83,4.2353,177,26,33694.74,3741.52,28,829,1,0,0,1590978.44,1541634.89,0.6632,中风险
460,2018-02-17,滨江,商住两用,1032219.51,1163377.28,4.2154,299,48,8919.59,828.96,26,607,1,1,0,1308867.17,1224612.21,0.8429,高风险
461,2018-03-07,江北,公寓,533773.74,713533.87,3.8868,122,46,27778.73,2861.97,22,655,0,1,0,673845.49,747755.29,0.7138,中风险
462,2019-11-11,滨江,别墅,901524.54,1294929.24,3.6972,223,38,7019.78,629.21,16,734,0,0,1,1416932.88,1397659.41,0.645,中风险
463,2019-11-15,萧山,排屋,679976.59,716695.45,2.7446,245,55,12748.05,1319.09,19,825,0,0,0,850253.84,744386.45,0.9135,高风险
464,2017-06-03,临平,排屋,1019492.78,1415050.6,3.5406,223,24,17813.9,2007.6,26,851,0,0,0,1467824.23,1534274.79,0.6645,中风险
465,2017-09-15,江北,排屋,1104502.71,1165659.45,2.8254,172,33,8634.63,779.45,25,597,0,0,1,1123356.53,1229629.83,0.8982,高风险
466,2018-01-17,江南,排屋,1206527.12,1365823.18,3.5347,155,54,26853.04,2709.65,12,855,0,0,0,1464874.94,1476831.95,0.817,高风险
467,2018-04-05,萧山,排屋,910101.5,998579.73,3.2284,152,50,8230.79,742.41,13,663,0,0,1,1036278.39,1056746.47,0.8612,高风险
468,2019-06-19,临平,商住两用,964171.69,1320171.55,3.6587,227,32,15490.81,1727.4,13,593,1,1,0,1402823.45,1411509.54,0.6831,中风险
469,2017-06-21,临平,别墅,407194.68,573802.62,3.9616,157,37,14209.4,1192.42,8,773,2,1,1,553430.49,607937.26,0.6698,中风险
470,2019-02-02,江北,别墅,487332.47,694901.81,3.2817,208,48,20305.86,1728.09,1,842,1,0,1,668989.05,742949.59,0.6559,中风险
471,2019-04-22,江北,公寓,916528.93,1208034.66,2.9204,210,52,21066.88,1917.78,14,846,2,1,0,1339441.62,1301516.25,0.7042,中风险
472,2019-04-03,临平,排屋,481810.86,494258.54,3.901,261,54,30250.41,2432.97,14,840,1,1,0,433629.78,504429.65,0.9552,高风险
473,2019-01-23,滨江,排屋,736479.33,913562.97,3.2039,309,25,24221.21,2872.29,22,848,1,1,0,1049536.79,973748.0,0.7563,中风险
474,2018-02-11,滨江,商住两用,1215764.27,1352409.31,3.5435,316,30,14701.94,1460.27,9,689,0,1,0,1392056.44,1437414.16,0.8458,高风险
475,2017-06-01,江北,排屋,923219.64,1059716.11,3.2193,121,45,32705.89,2860.01,12,584,0,1,0,1002352.26,1116069.19,0.8272,高风险
476,2019-05-08,江南,公寓,781284.71,912883.72,3.2379,348,34,22092.82,2005.57,15,804,0,1,1,999049.47,966036.34,0.8088,高风险
477,2017-05-02,滨江,商住两用,451006.73,536461.27,3.1796,128,33,25986.14,3064.68,22,716,0,1,1,555880.74,560820.95,0.8042,高风险
478,2017-02-04,滨江,排屋,1096858.7,1159111.58,3.2022,123,38,7561.2,855.88,14,584,0,1,1,1126300.31,1228057.8,0.8932,高风险
479,2019-03-24,江北,别墅,821015.04,913182.23,3.9418,341,39,35827.71,3220.7,27,799,0,0,0,952973.4,961444.21,0.8539,高风险
480,2017-03-14,江北,别墅,337308.12,367611.74,4.1126,217,49,21749.14,2349.04,8,693,0,1,0,424540.57,362623.48,0.9302,高风险
481,2017-05-12,滨江,别墅,594944.82,688922.92,3.3316,201,26,11452.55,916.45,22,744,0,1,1,683931.05,718005.28,0.8286,高风险
482,2018-05-04,江北,公寓,414949.48,417500.47,3.5656,340,31,15936.35,1747.45,12,850,0,0,1,451013.15,425269.98,0.9757,高风险
483,2017-11-24,临平,别墅,909798.42,926600.14,4.2946,346,35,11787.83,1153.21,4,618,1,1,1,974269.56,970399.35,0.9376,高风险
484,2019-06-12,临平,公寓,759512.58,1004680.69,4.194,137,53,18570.12,2177.41,17,591,0,1,0,1037081.5,1066984.94,0.7118,中风险
485,2019-04-24,江北,商住两用,1118242.83,1367344.46,3.5318,251,27,10965.55,1206.53,13,779,0,1,0,1417809.38,1467823.72,0.7618,中风险
486,2019-12-24,萧山,公寓,834571.74,948519.64,2.9856,301,40,22564.53,1959.6,2,853,0,0,0,1022479.28,1004230.23,0.8311,高风险
487,2019-04-27,萧山,排屋,525772.94,553262.02,3.7351,281,46,15736.86,1854.7,29,715,1,1,1,553012.95,568450.56,0.9249,高风险
488,2018-01-18,萧山,排屋,964171.24,1340768.69,4.2433,269,29,27678.07,2976.07,21,711,1,0,1,1409158.77,1454152.35,0.663,中风险
489,2019-11-26,萧山,公寓,1161056.91,1367676.89,3.3806,306,50,17059.2,1980.35,3,833,0,0,0,1518828.18,1472407.82,0.7885,中风险
490,2018-03-06,滨江,商住两用,1121149.22,1467937.57,2.9287,156,27,18791.85,1845.38,21,786,0,0,0,1575157.75,1584659.97,0.7075,中风险
491,2017-02-27,滨江,排屋,333281.02,457839.04,4.2357,153,38,29103.53,2639.87,21,586,1,0,1,504182.72,466408.66,0.7146,中风险
492,2018-06-16,江北,排屋,471423.06,483276.51,3.8111,280,30,6636.24,542.72,18,731,0,1,0,534993.18,479527.75,0.9831,高风险
493,2018-07-05,江北,别墅,666243.71,752242.98,4.213,295,47,26602.99,2888.93,29,637,0,0,0,734914.1,778944.82,0.8553,高风险
494,2017-01-20,萧山,公寓,468080.91,558365.66,3.186,166,50,10506.6,1120.96,10,726,0,0,1,638783.42,579414.88,0.8079,高风险
495,2017-03-25,滨江,商住两用,962737.04,1101482.08,3.2835,304,53,30439.49,2572.95,14,722,0,1,0,1163368.31,1162172.53,0.8284,高风险
496,2019-11-11,临平,排屋,455456.85,648941.13,4.2128,218,49,22480.18,2282.86,16,852,0,0,1,720296.67,696028.15,0.6544,中风险
497,2019-02-08,滨江,排屋,674475.24,736173.44,4.0885,212,53,34728.47,4057.54,2,758,0,0,1,810240.1,789462.05,0.8543,高风险
498,2017-04-02,江北,排屋,1052055.45,1107557.81,3.8176,156,47,27992.45,3018.84,14,770,0,0,0,1141011.58,1185671.54,0.8873,高风险
499,2018-03-03,江北,别墅,560144.89,563290.08,4.0544,226,32,28962.53,2861.23,5,850,0,1,1,542932.93,594843.2,0.9417,高风险
500,2017-03-02,江南,别墅,1183534.0,1200640.32,3.9145,248,33,6326.03,716.78,22,812,0,1,1,1313976.49,1284336.41,0.9215,高风险
501,2017-09-13,滨江,排屋,1278367.76,1350352.66,2.9708,278,26,12567.19,1097.72,24,619,1,1,1,1487766.41,1431284.78,0.8932,高风险
502,2018-02-04,江北,排屋,396252.41,503809.4,4.0816,127,38,14466.21,1470.67,3,688,0,1,0,543962.6,516976.14,0.7665,中风险
503,2018-02-19,滨江,公寓,873500.88,1095092.93,3.9829,131,26,15437.41,1817.61,1,762,2,1,1,1141224.68,1189447.28,0.7344,中风险
504,2019-03-01,临平,别墅,895432.0,1049401.78,3.6261,338,25,14703.58,1265.41,15,620,1,0,0,1059727.03,1099128.28,0.8147,高风险
505,2018-03-11,江北,商住两用,605024.76,774771.62,4.2452,130,47,13173.32,1579.22,20,618,1,1,0,778657.67,813512.34,0.7437,中风险
506,2017-08-11,江北,商住两用,486323.29,551015.8,2.7193,267,46,16601.05,1375.32,23,815,0,1,1,535612.15,565039.78,0.8607,高风险
507,2017-06-28,江南,公寓,600892.57,711495.83,3.6844,294,31,19224.83,1932.08,20,740,0,1,1,674712.7,744483.87,0.8071,高风险
508,2017-02-10,江北,商住两用,688305.25,864896.97,4.0942,177,47,32224.77,3440.51,12,818,0,1,0,838443.11,928146.09,0.7416,中风险
509,2018-04-13,临平,商住两用,642146.22,733830.7,4.3438,244,36,27068.73,2681.12,9,812,0,0,1,748670.23,783146.87,0.82,高风险
510,2017-06-26,滨江,公寓,741507.54,899474.11,2.6946,342,24,34579.35,3711.98,9,709,0,0,0,947282.36,944758.49,0.7849,中风险
511,2018-12-15,临平,排屋,1173863.35,1451071.26,3.7719,186,34,30916.47,2587.64,29,799,0,1,0,1618905.23,1563040.12,0.751,中风险
512,2019-07-12,江南,商住两用,1214345.86,1525998.73,4.0403,263,35,8334.26,889.42,20,654,0,1,0,1643867.66,1634809.57,0.7428,中风险
513,2018-02-26,江南,商住两用,1270576.6,1502932.01,3.5112,120,51,34299.71,3920.14,21,810,0,0,0,1553003.58,1633275.95,0.7779,中风险
514,2017-06-07,滨江,别墅,1253329.34,1801391.5,3.6095,123,46,30413.38,2452.77,29,737,0,0,1,2101177.14,1963429.95,0.6383,中风险
515,2018-09-14,江北,公寓,832706.43,1119396.02,2.7984,165,52,18851.51,1641.51,20,663,0,1,1,1186375.9,1193684.57,0.6976,中风险
516,2017-02-21,临平,商住两用,336097.96,477132.58,2.7814,311,29,25005.75,2503.94,26,596,0,1,0,399304.31,465616.52,0.7218,中风险
517,2017-04-28,萧山,商住两用,780182.76,823871.63,4.2933,353,52,18388.04,2074.48,23,782,0,1,0,891871.24,862610.2,0.9044,高风险
518,2019-04-01,江南,商住两用,1202183.51,1426451.44,2.6272,159,46,31223.09,3145.99,24,742,0,1,0,1705946.93,1531496.61,0.785,中风险
519,2017-10-14,萧山,排屋,446293.06,574077.05,4.3104,164,48,33125.14,3335.41,14,698,0,0,0,671067.12,598266.84,0.746,中风险
520,2018-04-03,江南,排屋,411400.1,492379.88,3.7006,271,32,6834.55,740.2,30,620,0,0,0,463894.27,484558.85,0.849,高风险
521,2019-04-10,江南,公寓,509952.34,702819.14,3.871,326,47,29111.75,3096.63,9,622,1,0,0,753401.67,729653.92,0.6989,中风险
522,2017-08-28,江南,排屋,674169.37,928494.47,3.2839,245,24,18412.35,1831.31,21,619,0,1,1,1028015.53,979589.95,0.6882,中风险
523,2018-01-06,江南,排屋,966473.07,1240995.9,4.0959,150,44,35812.19,3558.17,20,859,0,1,0,1232146.33,1346929.44,0.7175,中风险
524,2018-02-07,江南,别墅,348907.67,370663.55,2.746,297,31,14027.72,1392.43,3,758,1,1,1,384307.34,366410.82,0.9522,高风险
525,2017-04-22,临平,商住两用,1149115.06,1520081.88,4.2833,146,42,10969.59,967.88,24,829,0,1,1,1729626.08,1656063.04,0.6939,中风险
526,2018-04-19,江南,别墅,665857.2,934898.53,4.0338,235,33,32683.49,3867.24,9,789,0,1,1,880723.6,1014681.45,0.6562,中风险
527,2018-03-12,临平,排屋,560411.78,614678.07,3.2504,157,43,9669.11,896.75,1,748,0,1,0,589265.24,634169.63,0.8837,高风险
528,2017-09-09,滨江,商住两用,1021940.31,1457104.95,4.013,291,27,23218.45,2457.69,22,802,0,1,0,1550441.46,1577377.88,0.6479,中风险
529,2017-05-14,滨江,公寓,436873.84,525888.33,3.6525,271,47,13092.66,1058.55,1,582,1,1,0,535692.97,522607.39,0.836,高风险
530,2018-12-10,江北,排屋,589180.08,789007.29,3.3006,262,43,20814.56,1704.36,10,812,0,0,1,835346.99,837474.86,0.7035,中风险
531,2017-01-05,江北,别墅,423032.98,484493.99,3.8033,231,37,11105.74,973.38,29,768,1,0,0,567339.35,489684.34,0.8639,高风险
532,2018-12-20,临平,商住两用,1095795.27,1282957.55,3.8227,356,31,23503.6,1993.01,11,655,1,1,1,1391093.07,1367198.16,0.8015,高风险
533,2019-08-09,江南,商住两用,635473.14,844473.3,2.9952,187,41,27341.44,2573.39,27,704,0,0,0,897296.54,886727.09,0.7167,中风险
534,2018-04-16,滨江,商住两用,422444.02,462110.53,3.6334,255,55,31753.77,3506.24,10,812,0,0,0,482054.68,475850.8,0.8878,高风险
535,2019-09-07,江北,商住两用,1084420.64,1176139.92,3.0862,162,42,34544.84,3561.22,4,655,0,0,0,1231850.93,1252176.98,0.866,高风险
536,2019-09-15,江北,商住两用,664917.69,700322.42,3.563,210,50,12361.98,1185.23,14,840,0,1,1,690500.96,739121.91,0.8996,高风险
537,2019-07-07,萧山,排屋,608125.78,718325.13,3.6396,255,54,21558.55,1818.84,2,707,1,0,0,783531.69,746703.67,0.8144,高风险
538,2019-12-23,临平,商住两用,716468.21,843138.67,2.9848,330,40,20855.15,1811.09,7,757,0,1,0,908327.44,878578.59,0.8155,高风险
539,2019-05-28,江南,公寓,1208534.41,1338305.35,3.1514,137,33,11620.33,1347.9,5,586,0,1,1,1463438.71,1429944.1,0.8452,高风险
540,2019-06-16,萧山,别墅,891495.68,1087391.43,3.0331,148,25,30567.79,3139.03,10,696,0,0,0,1080420.55,1160248.27,0.7684,中风险
541,2018-08-24,江南,排屋,663765.42,826767.48,3.761,184,46,19762.52,2235.34,10,750,1,1,0,869896.48,878349.37,0.7557,中风险
542,2018-08-01,萧山,商住两用,559480.45,746042.33,4.3033,212,36,28330.95,2486.15,13,635,2,1,0,825915.44,780647.16,0.7167,中风险
543,2019-07-09,萧山,排屋,623136.83,634661.74,3.5101,207,30,19003.79,1866.19,26,757,0,0,1,647221.28,660353.32,0.9436,高风险
544,2018-08-10,江南,别墅,383324.16,434163.31,3.3943,175,41,30764.12,2613.03,16,736,0,1,0,392545.35,433370.64,0.8845,高风险
